,biz,brand,model,score,serial,submarket,target,ts_price
903,460.0,bear/小熊,LLJ-B12K1,-1.0,bear/小熊-LLJ-B12K1,婴儿辅食,服务-客服,63807.0
904,460.0,bear/小熊,LLJ-B12K1,4.0,bear/小熊-LLJ-B12K1,婴儿辅食,质量-声音,63807.0
905,460.0,bear/小熊,LLJ-B12K1,1.0,bear/小熊-LLJ-B12K1,婴儿辅食,质量-挺好,63807.0
906,460.0,bear/小熊,LLJ-B12K1,1.0,bear/小熊-LLJ-B12K1,婴儿辅食,质量-质量,63807.0
907,756.0,bear/小熊,QSJ-A01F2,0.0,bear/小熊-QSJ-A01F2,全自动,价格-价位,123968.0
908,756.0,bear/小熊,QSJ-A01F2,0.0,bear/小熊-QSJ-A01F2,全自动,价格-性价比,123968.0
909,756.0,bear/小熊,QSJ-A01F2,1.0,bear/小熊-QSJ-A01F2,全自动,功能-土豆泥,123968.0
910,756.0,bear/小熊,QSJ-A01F2,1.0,bear/小熊-QSJ-A01F2,全自动,功能-水果,123968.0
911,756.0,bear/小熊,QSJ-A01F2,-1.0,bear/小熊-QSJ-A01F2,全自动,功能-辅食,123968.0
912,756.0,bear/小熊,QSJ-A01F2,1.0,bear/小熊-QSJ-A01F2,全自动,功能-食物,123968.0
913,756.0,bear/小熊,QSJ-A01F2,1.0,bear/小熊-QSJ-A01F2,全自动,款式-外观,123968.0
914,756.0,bear/小熊,QSJ-A01F2,2.0,bear/小熊-QSJ-A01F2,全自动,款式-很漂亮,123968.0
915,756.0,bear/小熊,QSJ-A01F2,1.0,bear/小熊-QSJ-A01F2,全自动,款式-颜色,123968.0
916,756.0,bear/小熊,QSJ-A01F2,1.0,bear/小熊-QSJ-A01F2,全自动,物流-物流,123968.0
917,756.0,bear/小熊,QSJ-A01F2,-1.0,bear/小熊-QSJ-A01F2,全自动,质量-噪音,123968.0
918,756.0,bear/小熊,QSJ-A01F2,-1.0,bear/小熊-QSJ-A01F2,全自动,质量-声音,123968.0
919,756.0,bear/小熊,QSJ-A01F2,1.0,bear/小熊-QSJ-A01F2,全自动,质量-玻璃,123968.0
920,756.0,bear/小熊,QSJ-A01F2,3.0,bear/小熊-QSJ-A01F2,全自动,质量-质量,123968.0
921,756.0,bear/小熊,QSJ-A01F2,1.0,bear/小熊-QSJ-A01F2,全自动,适用人群-妈妈,123968.0
922,756.0,bear/小熊,QSJ-A01F2,3.0,bear/小熊-QSJ-A01F2,全自动,适用人群-宝贝,123968.0
923,756.0,bear/小熊,QSJ-A01F2,0.0,bear/小熊-QSJ-A01F2,婴儿辅食,价格-价位,123968.0
924,756.0,bear/小熊,QSJ-A01F2,0.0,bear/小熊-QSJ-A01F2,婴儿辅食,价格-性价比,123968.0
925,756.0,bear/小熊,QSJ-A01F2,1.0,bear/小熊-QSJ-A01F2,婴儿辅食,功能-土豆泥,123968.0
926,756.0,bear/小熊,QSJ-A01F2,1.0,bear/小熊-QSJ-A01F2,婴儿辅食,功能-水果,123968.0
927,756.0,bear/小熊,QSJ-A01F2,-1.0,bear/小熊-QSJ-A01F2,婴儿辅食,功能-辅食,123968.0
928,756.0,bear/小熊,QSJ-A01F2,1.0,bear/小熊-QSJ-A01F2,婴儿辅食,功能-食物,123968.0
929,756.0,bear/小熊,QSJ-A01F2,1.0,bear/小熊-QSJ-A01F2,婴儿辅食,款式-外观,123968.0
930,756.0,bear/小熊,QSJ-A01F2,2.0,bear/小熊-QSJ-A01F2,婴儿辅食,款式-很漂亮,123968.0
931,756.0,bear/小熊,QSJ-A01F2,1.0,bear/小熊-QSJ-A01F2,婴儿辅食,款式-颜色,123968.0
932,756.0,bear/小熊,QSJ-A01F2,1.0,bear/小熊-QSJ-A01F2,婴儿辅食,物流-物流,123968.0
933,756.0,bear/小熊,QSJ-A01F2,-1.0,bear/小熊-QSJ-A01F2,婴儿辅食,质量-噪音,123968.0
934,756.0,bear/小熊,QSJ-A01F2,-1.0,bear/小熊-QSJ-A01F2,婴儿辅食,质量-声音,123968.0
935,756.0,bear/小熊,QSJ-A01F2,1.0,bear/小熊-QSJ-A01F2,婴儿辅食,质量-玻璃,123968.0
936,756.0,bear/小熊,QSJ-A01F2,3.0,bear/小熊-QSJ-A01F2,婴儿辅食,质量-质量,123968.0
937,756.0,bear/小熊,QSJ-A01F2,1.0,bear/小熊-QSJ-A01F2,婴儿辅食,适用人群-妈妈,123968.0
938,756.0,bear/小熊,QSJ-A01F2,3.0,bear/小熊-QSJ-A01F2,婴儿辅食,适用人群-宝贝,123968.0
939,756.0,bear/小熊,QSJ-A01F2,0.0,bear/小熊-QSJ-A01F2,小容量,价格-价位,123968.0
940,756.0,bear/小熊,QSJ-A01F2,0.0,bear/小熊-QSJ-A01F2,小容量,价格-性价比,123968.0
941,756.0,bear/小熊,QSJ-A01F2,1.0,bear/小熊-QSJ-A01F2,小容量,功能-土豆泥,123968.0
942,756.0,bear/小熊,QSJ-A01F2,1.0,bear/小熊-QSJ-A01F2,小容量,功能-水果,123968.0
943,756.0,bear/小熊,QSJ-A01F2,-1.0,bear/小熊-QSJ-A01F2,小容量,功能-辅食,123968.0
944,756.0,bear/小熊,QSJ-A01F2,1.0,bear/小熊-QSJ-A01F2,小容量,功能-食物,123968.0
945,756.0,bear/小熊,QSJ-A01F2,1.0,bear/小熊-QSJ-A01F2,小容量,款式-外观,123968.0
946,756.0,bear/小熊,QSJ-A01F2,2.0,bear/小熊-QSJ-A01F2,小容量,款式-很漂亮,123968.0
947,756.0,bear/小熊,QSJ-A01F2,1.0,bear/小熊-QSJ-A01F2,小容量,款式-颜色,123968.0
948,756.0,bear/小熊,QSJ-A01F2,1.0,bear/小熊-QSJ-A01F2,小容量,物流-物流,123968.0
949,756.0,bear/小熊,QSJ-A01F2,-1.0,bear/小熊-QSJ-A01F2,小容量,质量-噪音,123968.0
950,756.0,bear/小熊,QSJ-A01F2,-1.0,bear/小熊-QSJ-A01F2,小容量,质量-声音,123968.0
951,756.0,bear/小熊,QSJ-A01F2,1.0,bear/小熊-QSJ-A01F2,小容量,质量-玻璃,123968.0
952,756.0,bear/小熊,QSJ-A01F2,3.0,bear/小熊-QSJ-A01F2,小容量,质量-质量,123968.0
953,756.0,bear/小熊,QSJ-A01F2,1.0,bear/小熊-QSJ-A01F2,小容量,适用人群-妈妈,123968.0
954,756.0,bear/小熊,QSJ-A01F2,3.0,bear/小熊-QSJ-A01F2,小容量,适用人群-宝贝,123968.0
955,416.0,bear/小熊,QSJ-B02S1,1.0,bear/小熊-QSJ-B02S1,婴儿辅食,价格-价格,78046.0
956,416.0,bear/小熊,QSJ-B02S1,0.0,bear/小熊-QSJ-B02S1,婴儿辅食,款式-颜值,78046.0
957,416.0,bear/小熊,QSJ-B02S1,1.0,bear/小熊-QSJ-B02S1,婴儿辅食,适用人群-宝贝,78046.0
958,416.0,bear/小熊,QSJ-B02S1,1.0,bear/小熊-QSJ-B02S1,小容量,价格-价格,78046.0
959,416.0,bear/小熊,QSJ-B02S1,0.0,bear/小熊-QSJ-B02S1,小容量,款式-颜值,78046.0
960,416.0,bear/小熊,QSJ-B02S1,1.0,bear/小熊-QSJ-B02S1,小容量,适用人群-宝贝,78046.0
961,125.0,bear/小熊,QSJ-B03D1,0.0,bear/小熊-QSJ-B03D1,全自动,,23556.0
962,52.0,bear/小熊,QSJ-B03R2,0.0,bear/小熊-QSJ-B03R2,全自动,,15540.0
963,15.0,binglo,HS-302H,0.0,binglo-HS-302H,全自动,,11970.0
964,15.0,binglo,HS-302H,0.0,binglo-HS-302H,婴儿辅食,,11970.0
965,28.0,bosch/博世,54A00,0.0,bosch/博世-54A00,全自动,,32037.0
966,17.0,skg,1293,0.0,skg-1293,婴儿辅食,,5083.0
967,17.0,skg,1293,0.0,skg-1293,手持,,5083.0
968,107.0,braun/博朗, FP3010,1.0,braun/博朗-FP3010,婴儿辅食,品牌-品牌,98904.0
969,107.0,braun/博朗, FP3010,1.0,braun/博朗-FP3010,婴儿辅食,服务-卖家,98904.0
970,107.0,braun/博朗, FP3010,-1.0,braun/博朗-FP3010,婴儿辅食,服务-说明书,98904.0
971,107.0,braun/博朗, FP3010,-1.0,braun/博朗-FP3010,婴儿辅食,质量-噪音,98904.0
972,2.0,braun/博朗, JB7192,0.0,braun/博朗-JB7192,全自动,,3198.0
973,4.0,braun/博朗, JM3013,0.0,braun/博朗-JM3013,全自动,,1596.0
974,2395.0,braun/博朗, MQ300,3.0,braun/博朗-MQ300,婴儿辅食,价格-性价比,489162.75
975,2395.0,braun/博朗, MQ300,-1.0,braun/博朗-MQ300,婴儿辅食,使用场景-家里,489162.75
976,2395.0,braun/博朗, MQ300,1.0,braun/博朗-MQ300,婴儿辅食,功能-功能,489162.75
977,2395.0,braun/博朗, MQ300,1.0,braun/博朗-MQ300,婴儿辅食,功能-果汁,489162.75
978,2395.0,braun/博朗, MQ300,1.0,braun/博朗-MQ300,婴儿辅食,功能-榨汁,489162.75
979,2395.0,braun/博朗, MQ300,1.0,braun/博朗-MQ300,婴儿辅食,功能-榨汁机,489162.75
980,2395.0,braun/博朗, MQ300,1.0,braun/博朗-MQ300,婴儿辅食,功能-米糊,489162.75
981,2395.0,braun/博朗, MQ300,1.0,braun/博朗-MQ300,婴儿辅食,功能-绞肉,489162.75
982,2395.0,braun/博朗, MQ300,1.0,braun/博朗-MQ300,婴儿辅食,功能-苹果,489162.75
983,2395.0,braun/博朗, MQ300,1.0,braun/博朗-MQ300,婴儿辅食,功能-转速,489162.75
984,2395.0,braun/博朗, MQ300,7.0,braun/博朗-MQ300,婴儿辅食,功能-辅食,489162.75
985,2395.0,braun/博朗, MQ300,1.0,braun/博朗-MQ300,婴儿辅食,功能-食物,489162.75
986,2395.0,braun/博朗, MQ300,2.0,braun/博朗-MQ300,婴儿辅食,品牌-博朗,489162.75
987,2395.0,braun/博朗, MQ300,1.0,braun/博朗-MQ300,婴儿辅食,品牌-大品牌,489162.75
988,2395.0,braun/博朗, MQ300,1.0,braun/博朗-MQ300,婴儿辅食,品牌-牌子,489162.75
989,2395.0,braun/博朗, MQ300,6.0,braun/博朗-MQ300,婴儿辅食,服务-包装,489162.75
990,2395.0,braun/博朗, MQ300,2.0,braun/博朗-MQ300,婴儿辅食,服务-卖家,489162.75
991,2395.0,braun/博朗, MQ300,2.0,braun/博朗-MQ300,婴儿辅食,服务-客服,489162.75
992,2395.0,braun/博朗, MQ300,1.0,braun/博朗-MQ300,婴儿辅食,服务-店家,489162.75
993,2395.0,braun/博朗, MQ300,1.0,braun/博朗-MQ300,婴儿辅食,服务-态度,489162.75
994,2395.0,braun/博朗, MQ300,2.0,braun/博朗-MQ300,婴儿辅食,服务-服务态度,489162.75
995,2395.0,braun/博朗, MQ300,4.0,braun/博朗-MQ300,婴儿辅食,服务-果泥,489162.75
996,2395.0,braun/博朗, MQ300,1.0,braun/博朗-MQ300,婴儿辅食,款式-颜值,489162.75
997,2395.0,braun/博朗, MQ300,2.0,braun/博朗-MQ300,婴儿辅食,物流-物流,489162.75
998,2395.0,braun/博朗, MQ300,1.0,braun/博朗-MQ300,婴儿辅食,质量-刀头,489162.75
999,2395.0,braun/博朗, MQ300,-1.0,braun/博朗-MQ300,婴儿辅食,质量-噪音,489162.75
1000,2395.0,braun/博朗, MQ300,0.0,braun/博朗-MQ300,婴儿辅食,质量-声音,489162.75
1001,2395.0,braun/博朗, MQ300,3.0,braun/博朗-MQ300,婴儿辅食,质量-挺好,489162.75
1002,2395.0,braun/博朗, MQ300,6.0,braun/博朗-MQ300,婴儿辅食,质量-质量,489162.75
1003,2395.0,braun/博朗, MQ300,9.0,braun/博朗-MQ300,婴儿辅食,适用人群-宝贝,489162.75
1004,2395.0,braun/博朗, MQ300,3.0,braun/博朗-MQ300,手持,价格-性价比,489162.75
1005,2395.0,braun/博朗, MQ300,-1.0,braun/博朗-MQ300,手持,使用场景-家里,489162.75
1006,2395.0,braun/博朗, MQ300,1.0,braun/博朗-MQ300,手持,功能-功能,489162.75
1007,2395.0,braun/博朗, MQ300,1.0,braun/博朗-MQ300,手持,功能-果汁,489162.75
1008,2395.0,braun/博朗, MQ300,1.0,braun/博朗-MQ300,手持,功能-榨汁,489162.75
1009,2395.0,braun/博朗, MQ300,1.0,braun/博朗-MQ300,手持,功能-榨汁机,489162.75
1010,2395.0,braun/博朗, MQ300,1.0,braun/博朗-MQ300,手持,功能-米糊,489162.75
1011,2395.0,braun/博朗, MQ300,1.0,braun/博朗-MQ300,手持,功能-绞肉,489162.75
1012,2395.0,braun/博朗, MQ300,1.0,braun/博朗-MQ300,手持,功能-苹果,489162.75
1013,2395.0,braun/博朗, MQ300,1.0,braun/博朗-MQ300,手持,功能-转速,489162.75
1014,2395.0,braun/博朗, MQ300,7.0,braun/博朗-MQ300,手持,功能-辅食,489162.75
1015,2395.0,braun/博朗, MQ300,1.0,braun/博朗-MQ300,手持,功能-食物,489162.75
1016,2395.0,braun/博朗, MQ300,2.0,braun/博朗-MQ300,手持,品牌-博朗,489162.75
1017,2395.0,braun/博朗, MQ300,1.0,braun/博朗-MQ300,手持,品牌-大品牌,489162.75
1018,2395.0,braun/博朗, MQ300,1.0,braun/博朗-MQ300,手持,品牌-牌子,489162.75
1019,2395.0,braun/博朗, MQ300,6.0,braun/博朗-MQ300,手持,服务-包装,489162.75
1020,2395.0,braun/博朗, MQ300,2.0,braun/博朗-MQ300,手持,服务-卖家,489162.75
1021,2395.0,braun/博朗, MQ300,2.0,braun/博朗-MQ300,手持,服务-客服,489162.75
1022,2395.0,braun/博朗, MQ300,1.0,braun/博朗-MQ300,手持,服务-店家,489162.75
1023,2395.0,braun/博朗, MQ300,1.0,braun/博朗-MQ300,手持,服务-态度,489162.75
1024,2395.0,braun/博朗, MQ300,2.0,braun/博朗-MQ300,手持,服务-服务态度,489162.75
1025,2395.0,braun/博朗, MQ300,4.0,braun/博朗-MQ300,手持,服务-果泥,489162.75
1026,2395.0,braun/博朗, MQ300,1.0,braun/博朗-MQ300,手持,款式-颜值,489162.75
1027,2395.0,braun/博朗, MQ300,2.0,braun/博朗-MQ300,手持,物流-物流,489162.75
1028,2395.0,braun/博朗, MQ300,1.0,braun/博朗-MQ300,手持,质量-刀头,489162.75
1029,2395.0,braun/博朗, MQ300,-1.0,braun/博朗-MQ300,手持,质量-噪音,489162.75
1030,2395.0,braun/博朗, MQ300,0.0,braun/博朗-MQ300,手持,质量-声音,489162.75
1031,2395.0,braun/博朗, MQ300,3.0,braun/博朗-MQ300,手持,质量-挺好,489162.75
1032,2395.0,braun/博朗, MQ300,6.0,braun/博朗-MQ300,手持,质量-质量,489162.75
1033,2395.0,braun/博朗, MQ300,9.0,braun/博朗-MQ300,手持,适用人群-宝贝,489162.75
1034,79.0,braun/博朗, MQ3000,-1.0,braun/博朗-MQ3000,婴儿辅食,价格-价格,29113.4
1035,79.0,braun/博朗, MQ3000,1.0,braun/博朗-MQ3000,婴儿辅食,服务-包装,29113.4
1036,79.0,braun/博朗, MQ3000,1.0,braun/博朗-MQ3000,婴儿辅食,质量-声音,29113.4
1037,79.0,braun/博朗, MQ3000,-1.0,braun/博朗-MQ3000,手持,价格-价格,29113.4
1038,79.0,braun/博朗, MQ3000,1.0,braun/博朗-MQ3000,手持,服务-包装,29113.4
1039,79.0,braun/博朗, MQ3000,1.0,braun/博朗-MQ3000,手持,质量-声音,29113.4
1040,1405.0,braun/博朗, MQ3025,1.0,braun/博朗-MQ3025,婴儿辅食,价格-价格,535485.0
1041,1405.0,braun/博朗, MQ3025,5.0,braun/博朗-MQ3025,婴儿辅食,价格-性价比,535485.0
1042,1405.0,braun/博朗, MQ3025,1.0,braun/博朗-MQ3025,婴儿辅食,价格-物超所值,535485.0
1043,1405.0,braun/博朗, MQ3025,5.0,braun/博朗-MQ3025,婴儿辅食,功能-功能,535485.0
1044,1405.0,braun/博朗, MQ3025,1.0,braun/博朗-MQ3025,婴儿辅食,功能-打蛋器,535485.0
1045,1405.0,braun/博朗, MQ3025,2.0,braun/博朗-MQ3025,婴儿辅食,功能-果汁,535485.0
1046,1405.0,braun/博朗, MQ3025,2.0,braun/博朗-MQ3025,婴儿辅食,功能-苹果泥,535485.0
1047,1405.0,braun/博朗, MQ3025,2.0,braun/博朗-MQ3025,婴儿辅食,功能-西瓜汁,535485.0
1048,1405.0,braun/博朗, MQ3025,1.0,braun/博朗-MQ3025,婴儿辅食,功能-转速,535485.0
1049,1405.0,braun/博朗, MQ3025,5.0,braun/博朗-MQ3025,婴儿辅食,功能-辅食,535485.0
1050,1405.0,braun/博朗, MQ3025,1.0,braun/博朗-MQ3025,婴儿辅食,功能-速度快,535485.0
1051,1405.0,braun/博朗, MQ3025,1.0,braun/博朗-MQ3025,婴儿辅食,品牌-博朗,535485.0
1052,1405.0,braun/博朗, MQ3025,1.0,braun/博朗-MQ3025,婴儿辅食,品牌-牌子,535485.0
1053,1405.0,braun/博朗, MQ3025,8.0,braun/博朗-MQ3025,婴儿辅食,服务-包装,535485.0
1054,1405.0,braun/博朗, MQ3025,1.0,braun/博朗-MQ3025,婴儿辅食,服务-卖家,535485.0
1055,1405.0,braun/博朗, MQ3025,6.0,braun/博朗-MQ3025,婴儿辅食,服务-客服,535485.0
1056,1405.0,braun/博朗, MQ3025,5.0,braun/博朗-MQ3025,婴儿辅食,服务-态度,535485.0
1057,1405.0,braun/博朗, MQ3025,7.0,braun/博朗-MQ3025,婴儿辅食,服务-服务态度,535485.0
1058,1405.0,braun/博朗, MQ3025,2.0,braun/博朗-MQ3025,婴儿辅食,款式-外观,535485.0
1059,1405.0,braun/博朗, MQ3025,1.0,braun/博朗-MQ3025,婴儿辅食,款式-大小,535485.0
1060,1405.0,braun/博朗, MQ3025,3.0,braun/博朗-MQ3025,婴儿辅食,款式-手感,535485.0
1061,1405.0,braun/博朗, MQ3025,2.0,braun/博朗-MQ3025,婴儿辅食,款式-颜值,535485.0
1062,1405.0,braun/博朗, MQ3025,8.0,braun/博朗-MQ3025,婴儿辅食,物流-物流,535485.0
1063,1405.0,braun/博朗, MQ3025,-1.0,braun/博朗-MQ3025,婴儿辅食,质量-噪声,535485.0
1064,1405.0,braun/博朗, MQ3025,-1.0,braun/博朗-MQ3025,婴儿辅食,质量-噪音,535485.0
1065,1405.0,braun/博朗, MQ3025,0.0,braun/博朗-MQ3025,婴儿辅食,质量-声音,535485.0
1066,1405.0,braun/博朗, MQ3025,1.0,braun/博朗-MQ3025,婴儿辅食,质量-实用性,535485.0
1067,1405.0,braun/博朗, MQ3025,1.0,braun/博朗-MQ3025,婴儿辅食,质量-性能,535485.0
1068,1405.0,braun/博朗, MQ3025,1.0,braun/博朗-MQ3025,婴儿辅食,质量-挺好,535485.0
1069,1405.0,braun/博朗, MQ3025,15.0,braun/博朗-MQ3025,婴儿辅食,质量-质量,535485.0
1070,1405.0,braun/博朗, MQ3025,1.0,braun/博朗-MQ3025,婴儿辅食,适用人群-妈妈,535485.0
1071,1405.0,braun/博朗, MQ3025,10.0,braun/博朗-MQ3025,婴儿辅食,适用人群-宝贝,535485.0
1072,1405.0,braun/博朗, MQ3025,1.0,braun/博朗-MQ3025,手持,价格-价格,535485.0
1073,1405.0,braun/博朗, MQ3025,5.0,braun/博朗-MQ3025,手持,价格-性价比,535485.0
1074,1405.0,braun/博朗, MQ3025,1.0,braun/博朗-MQ3025,手持,价格-物超所值,535485.0
1075,1405.0,braun/博朗, MQ3025,5.0,braun/博朗-MQ3025,手持,功能-功能,535485.0
1076,1405.0,braun/博朗, MQ3025,1.0,braun/博朗-MQ3025,手持,功能-打蛋器,535485.0
1077,1405.0,braun/博朗, MQ3025,2.0,braun/博朗-MQ3025,手持,功能-果汁,535485.0
1078,1405.0,braun/博朗, MQ3025,2.0,braun/博朗-MQ3025,手持,功能-苹果泥,535485.0
1079,1405.0,braun/博朗, MQ3025,2.0,braun/博朗-MQ3025,手持,功能-西瓜汁,535485.0
1080,1405.0,braun/博朗, MQ3025,1.0,braun/博朗-MQ3025,手持,功能-转速,535485.0
1081,1405.0,braun/博朗, MQ3025,5.0,braun/博朗-MQ3025,手持,功能-辅食,535485.0
1082,1405.0,braun/博朗, MQ3025,1.0,braun/博朗-MQ3025,手持,功能-速度快,535485.0
1083,1405.0,braun/博朗, MQ3025,1.0,braun/博朗-MQ3025,手持,品牌-博朗,535485.0
1084,1405.0,braun/博朗, MQ3025,1.0,braun/博朗-MQ3025,手持,品牌-牌子,535485.0
1085,1405.0,braun/博朗, MQ3025,8.0,braun/博朗-MQ3025,手持,服务-包装,535485.0
1086,1405.0,braun/博朗, MQ3025,1.0,braun/博朗-MQ3025,手持,服务-卖家,535485.0
1087,1405.0,braun/博朗, MQ3025,6.0,braun/博朗-MQ3025,手持,服务-客服,535485.0
1088,1405.0,braun/博朗, MQ3025,5.0,braun/博朗-MQ3025,手持,服务-态度,535485.0
1089,1405.0,braun/博朗, MQ3025,7.0,braun/博朗-MQ3025,手持,服务-服务态度,535485.0
1090,1405.0,braun/博朗, MQ3025,2.0,braun/博朗-MQ3025,手持,款式-外观,535485.0
1091,1405.0,braun/博朗, MQ3025,1.0,braun/博朗-MQ3025,手持,款式-大小,535485.0
1092,1405.0,braun/博朗, MQ3025,3.0,braun/博朗-MQ3025,手持,款式-手感,535485.0
1093,1405.0,braun/博朗, MQ3025,2.0,braun/博朗-MQ3025,手持,款式-颜值,535485.0
1094,1405.0,braun/博朗, MQ3025,8.0,braun/博朗-MQ3025,手持,物流-物流,535485.0
1095,1405.0,braun/博朗, MQ3025,-1.0,braun/博朗-MQ3025,手持,质量-噪声,535485.0
1096,1405.0,braun/博朗, MQ3025,-1.0,braun/博朗-MQ3025,手持,质量-噪音,535485.0
1097,1405.0,braun/博朗, MQ3025,0.0,braun/博朗-MQ3025,手持,质量-声音,535485.0
1098,1405.0,braun/博朗, MQ3025,1.0,braun/博朗-MQ3025,手持,质量-实用性,535485.0
1099,1405.0,braun/博朗, MQ3025,1.0,braun/博朗-MQ3025,手持,质量-性能,535485.0
1100,1405.0,braun/博朗, MQ3025,1.0,braun/博朗-MQ3025,手持,质量-挺好,535485.0
1101,1405.0,braun/博朗, MQ3025,15.0,braun/博朗-MQ3025,手持,质量-质量,535485.0
1102,1405.0,braun/博朗, MQ3025,1.0,braun/博朗-MQ3025,手持,适用人群-妈妈,535485.0
1103,1405.0,braun/博朗, MQ3025,10.0,braun/博朗-MQ3025,手持,适用人群-宝贝,535485.0
1104,267.0,braun/博朗, MQ325,1.0,braun/博朗-MQ325,婴儿辅食,功能-很给力,64987.44
1105,267.0,braun/博朗, MQ325,1.0,braun/博朗-MQ325,婴儿辅食,服务-亲们,64987.44
1106,267.0,braun/博朗, MQ325,1.0,braun/博朗-MQ325,婴儿辅食,服务-包装,64987.44
1107,267.0,braun/博朗, MQ325,1.0,braun/博朗-MQ325,婴儿辅食,服务-店家,64987.44
1108,267.0,braun/博朗, MQ325,-1.0,braun/博朗-MQ325,婴儿辅食,款式-按键,64987.44
1109,267.0,braun/博朗, MQ325,1.0,braun/博朗-MQ325,婴儿辅食,质量-声音,64987.44
1110,267.0,braun/博朗, MQ325,2.0,braun/博朗-MQ325,婴儿辅食,质量-质量,64987.44
1111,267.0,braun/博朗, MQ325,2.0,braun/博朗-MQ325,婴儿辅食,适用人群-宝贝,64987.44
1112,267.0,braun/博朗, MQ325,1.0,braun/博朗-MQ325,手持,功能-很给力,64987.44
1113,267.0,braun/博朗, MQ325,1.0,braun/博朗-MQ325,手持,服务-亲们,64987.44
1114,267.0,braun/博朗, MQ325,1.0,braun/博朗-MQ325,手持,服务-包装,64987.44
1115,267.0,braun/博朗, MQ325,1.0,braun/博朗-MQ325,手持,服务-店家,64987.44
1116,267.0,braun/博朗, MQ325,-1.0,braun/博朗-MQ325,手持,款式-按键,64987.44
1117,267.0,braun/博朗, MQ325,1.0,braun/博朗-MQ325,手持,质量-声音,64987.44
1118,267.0,braun/博朗, MQ325,2.0,braun/博朗-MQ325,手持,质量-质量,64987.44
1119,267.0,braun/博朗, MQ325,2.0,braun/博朗-MQ325,手持,适用人群-宝贝,64987.44
1120,19.0,braun/博朗, MQ500,0.0,braun/博朗-MQ500,婴儿辅食,功能-核桃,6566.4
1121,19.0,braun/博朗, MQ500,1.0,braun/博朗-MQ500,婴儿辅食,服务-外包装,6566.4
1122,19.0,braun/博朗, MQ500,0.0,braun/博朗-MQ500,手持,功能-核桃,6566.4
1123,19.0,braun/博朗, MQ500,1.0,braun/博朗-MQ500,手持,服务-外包装,6566.4
1124,4825.0,braun/博朗, MQ5025,2.0,braun/博朗-MQ5025,婴儿辅食,价格-价格,2500787.25
1125,4825.0,braun/博朗, MQ5025,4.0,braun/博朗-MQ5025,婴儿辅食,价格-性价比,2500787.25
1126,4825.0,braun/博朗, MQ5025,1.0,braun/博朗-MQ5025,婴儿辅食,功能-功能,2500787.25
1127,4825.0,braun/博朗, MQ5025,1.0,braun/博朗-MQ5025,婴儿辅食,功能-土豆泥,2500787.25
1128,4825.0,braun/博朗, MQ5025,1.0,braun/博朗-MQ5025,婴儿辅食,功能-榨汁,2500787.25
1129,4825.0,braun/博朗, MQ5025,1.0,braun/博朗-MQ5025,婴儿辅食,功能-用途,2500787.25
1130,4825.0,braun/博朗, MQ5025,1.0,braun/博朗-MQ5025,婴儿辅食,功能-米糊,2500787.25
1131,4825.0,braun/博朗, MQ5025,2.0,braun/博朗-MQ5025,婴儿辅食,功能-绞肉,2500787.25
1132,4825.0,braun/博朗, MQ5025,1.0,braun/博朗-MQ5025,婴儿辅食,功能-苹果泥,2500787.25
1133,4825.0,braun/博朗, MQ5025,1.0,braun/博朗-MQ5025,婴儿辅食,功能-蔬菜泥,2500787.25
1134,4825.0,braun/博朗, MQ5025,0.0,braun/博朗-MQ5025,婴儿辅食,功能-虾皮,2500787.25
1135,4825.0,braun/博朗, MQ5025,9.0,braun/博朗-MQ5025,婴儿辅食,功能-辅食,2500787.25
1136,4825.0,braun/博朗, MQ5025,-1.0,braun/博朗-MQ5025,婴儿辅食,功能-食物,2500787.25
1137,4825.0,braun/博朗, MQ5025,7.0,braun/博朗-MQ5025,婴儿辅食,品牌-博朗,2500787.25
1138,4825.0,braun/博朗, MQ5025,0.0,braun/博朗-MQ5025,婴儿辅食,品牌-大品牌,2500787.25
1139,4825.0,braun/博朗, MQ5025,1.0,braun/博朗-MQ5025,婴儿辅食,品牌-牌子,2500787.25
1140,4825.0,braun/博朗, MQ5025,1.0,braun/博朗-MQ5025,婴儿辅食,品牌-西非,2500787.25
1141,4825.0,braun/博朗, MQ5025,9.0,braun/博朗-MQ5025,婴儿辅食,服务-包装,2500787.25
1142,4825.0,braun/博朗, MQ5025,3.0,braun/博朗-MQ5025,婴儿辅食,服务-好评,2500787.25
1143,4825.0,braun/博朗, MQ5025,8.0,braun/博朗-MQ5025,婴儿辅食,服务-客服,2500787.25
1144,4825.0,braun/博朗, MQ5025,1.0,braun/博朗-MQ5025,婴儿辅食,服务-店家,2500787.25
1145,4825.0,braun/博朗, MQ5025,6.0,braun/博朗-MQ5025,婴儿辅食,服务-态度,2500787.25
1146,4825.0,braun/博朗, MQ5025,3.0,braun/博朗-MQ5025,婴儿辅食,服务-服务态度,2500787.25
1147,4825.0,braun/博朗, MQ5025,2.0,braun/博朗-MQ5025,婴儿辅食,服务-果泥,2500787.25
1148,4825.0,braun/博朗, MQ5025,-2.0,braun/博朗-MQ5025,婴儿辅食,款式-分量,2500787.25
1149,4825.0,braun/博朗, MQ5025,1.0,braun/博朗-MQ5025,婴儿辅食,款式-外观,2500787.25
1150,4825.0,braun/博朗, MQ5025,3.0,braun/博朗-MQ5025,婴儿辅食,款式-手感,2500787.25
